station_id,balanced,final_bikes,latitude,longitude
500107130,0,7,25.04699,121.53075
500107131,0,16,25.05532,121.52769
500107132,0,19,25.08519,121.55498
500107134,0,4,25.05427,121.53896
500107135,0,11,25.05418,121.54332
500107136,0,5,25.06419,121.53732
500107137,0,3,25.05676,121.52268
500107138,0,20,25.0448,121.54213
500107139,0,14,25.04812,121.52166
500107140,0,6,25.05236,121.52212
500107141,0,5,25.05959,121.53682
500107142,0,17,25.04919,121.54198
500107143,0,10,25.04992,121.54379
500107144,0,2,25.06037,121.53283
500107145,0,13,25.06617,121.53526
500107146,1,6,25.04808,121.52898
500107147,0,4,25.05366,121.53282
500107149,0,1,25.07965,121.54148
500107150,0,1,25.06246,121.54323
500107151,1,10,25.05484,121.53521
500107152,1,11,25.04634,121.53979
500107153,1,8,25.08578,121.55225
500107154,0,1,25.05126,121.53845
500107155,0,5,25.08044,121.56152
500107156,0,14,25.06493,121.53034
500107157,0,4,25.07986,121.56152
500107158,1,8,25.07734,121.5631
500107159,0,7,25.06292,121.52299
500107160,0,6,25.06409,121.54415
500107161,0,1,25.04819,121.53282
500107162,1,10,25.05018,121.53008
500107163,0,0,25.05007,121.52107
500107164,1,11,25.05767,121.52097
500107165,0,4,25.05234,121.53003
500107166,0,0,25.06339,121.54116
500107167,0,0,25.08444,121.55657
500107168,0,6,25.05181,121.53146
500107169,0,25,25.07756,121.54556
500107170,0,25,25.06596,121.54259
500107171,0,4,25.04841,121.53889
500107173,1,9,25.05381,121.52674
500107174,1,6,25.05377,121.52456
500107175,0,0,25.06671,121.52257
500107176,0,3,25.06411,121.52446
500107177,1,19,25.04628,121.53304
500107178,1,7,25.05777,121.53951
500107179,1,10,25.07241,121.55117
500107180,0,21,25.08462,121.56016
500107181,0,0,25.07913,121.54422
500107182,0,5,25.05751,121.54215
500107183,0,0,25.05623,121.53296
500107184,0,14,25.06058,121.54236
500107185,1,6,25.05474,121.5383
500108001,0,21,25.09122,121.55961
500108002,1,13,25.08378,121.56208
500108003,0,5,25.07977,121.56454
500108004,0,6,25.08284,121.56449
500108005,1,22,25.08637,121.56088
500108006,1,8,25.08707,121.56406
500108007,0,0,25.08637,121.56574
500108008,1,12,25.0826,121.57158
500108009,1,10,25.08398,121.57725
500108010,1,9,25.08522,121.57462
500108011,0,4,25.08803,121.59958
500108013,1,10,25.07177,121.61491
500108014,1,6,25.0745,121.57389
500108015,0,2,25.07524,121.5772
500108016,0,12,25.08395,121.60185
500108018,1,8,25.07958,121.59336
500108019,0,16,25.07864,121.59177
500108020,0,19,25.08301,121.56638
500108021,1,20,25.08205,121.56716
500108022,1,38,25.07932,121.56869
500108023,0,2,25.08296,121.5752
500108024,1,7,25.08598,121.572
500108025,1,13,25.08436,121.59478
500108026,0,5,25.0878,121.59227
500108027,1,16,25.08785,121.5879
500108028,1,18,25.07842,121.58464
500108029,0,0,25.07695,121.58764
500108030,1,9,25.07504,121.58375
500108031,0,1,25.07758,121.58381
500108032,1,6,25.07777,121.57961
500108033,1,22,25.07538,121.58079
500108034,0,3,25.05575,121.58486
500108035,1,7,25.0559,121.57991
500108036,1,15,25.05768,121.58159
500108037,1,5,25.05653,121.58345
500108038,1,6,25.0539,121.58084
500108039,0,0,25.06915,121.58898
500108040,0,0,25.07007,121.62055
500108041,0,0,25.06181,121.59447
500108043,1,11,25.06256,121.58607
500108044,0,13,25.05827,121.58707
500108045,0,7,25.06058,121.5911
500108046,1,22,25.06835,121.58323
500108047,1,6,25.07335,121.57951
500108048,0,20,25.06853,121.57813
500108049,0,4,25.06709,121.58002
500108050,0,12,25.06286,121.57497
500108051,1,15,25.05594,121.57865
500108052,0,4,25.05301,121.57592
500108054,0,12,25.07151,121.58991
500108055,0,5,25.06877,121.59265
500108056,0,4,25.0674,121.59749
500108057,1,18,25.07249,121.60796
500108058,0,21,25.07332,121.60223
500108059,0,12,25.0733,121.59834
500108060,0,22,25.07988,121.58287
500108061,1,11,25.08317,121.58109
500108062,1,8,25.08357,121.58534
500108063,0,3,25.08165,121.58891
500108064,0,1,25.0835,121.59454
500108065,0,5,25.07896,121.59921
500108066,0,5,25.07792,121.59354
500108067,0,6,25.06657,121.6136
500108068,1,14,25.07669,121.61709
500108069,0,4,25.08722,121.62306
500108070,0,42,25.07967,121.57584
500108071,0,6,25.07334,121.61962
500108072,0,19,25.06261,121.59334
500108073,0,2,25.06209,121.60347
500108074,0,0,25.06927,121.61019
500108075,0,1,25.0716,121.60936
500108076,1,12,25.05707,121.57658
500108077,1,11,25.05503,121.57823
500108078,1,10,25.06516,121.59561
500108079,0,12,25.06708,121.60059
500108081,0,0,25.06854,121.61532
500108082,0,6,25.08373,121.59406
500108083,1,18,25.07611,121.57487
500108084,1,21,25.07296,121.57603
500108085,1,7,25.08554,121.59076
500108086,0,0,25.07943,121.59544
500108087,1,8,25.07567,121.6118
500108088,1,14,25.07415,121.61075
500108089,1,9,25.07514,121.60857
500108090,1,8,25.05892,121.57354
500108091,1,5,25.06682,121.5907
500108092,1,9,25.05876,121.58062
500108093,0,1,25.06455,121.58262
500108094,1,6,25.08105,121.59205
500108095,1,11,25.08151,121.59764
500108096,1,8,25.06851,121.59559
500108097,1,13,25.06434,121.59399
500108098,0,6,25.07848,121.57493
500108099,1,17,25.08844,121.56122
500108100,0,6,25.08454,121.584
500108102,1,4,25.0606,121.58286
500108103,0,6,25.06017,121.57552
500108104,0,4,25.06007,121.60138
500108105,0,3,25.07433,121.58584
500108106,0,5,25.05928,121.58617
500108107,0,4,25.08503,121.5637
500108108,0,11,25.06935,121.58692
500108109,1,5,25.07168,121.58125
500108110,0,7,25.06664,121.61351
500108111,0,2,25.06874,121.58923
500108112,1,11,25.08627,121.5914
500108115,1,11,25.07038,121.60352
500108116,1,8,25.07676,121.57433
500108117,0,17,25.07777,121.57562
500108118,0,1,25.07192,121.61955
500108119,1,8,25.0812,121.57067
500108120,0,2,25.07823,121.5898
500108121,0,6,25.08781,121.55872
500108122,0,2,25.07243,121.57416
500108123,1,8,25.07392,121.61545
500108124,0,0,25.06671,121.58913
500108126,0,0,25.07849,121.61666
500108127,1,11,25.07539,121.6203
500108128,0,23,25.08004,121.57568
500108129,0,2,25.06058,121.5866
500108131,1,15,25.06321,121.57681
500108132,1,12,25.06745,121.57513
500108133,1,6,25.08968,121.58352
500108134,0,2,25.08416,121.59665
500108135,1,8,25.0735,121.61258
500108136,0,12,25.08227,121.5909
500108137,0,1,25.06643,121.61732
500108138,0,5,25.08464,121.57945
500108139,0,3,25.0786,121.58302
500108140,1,18,25.06265,121.57427
500108141,1,10,25.06126,121.58201
500108142,0,2,25.0721,121.60991
500108143,1,7,25.08019,121.56316
500108144,1,6,25.08156,121.56227
500108145,1,6,25.08067,121.5656
500108146,1,14,25.08202,121.56861
500108147,0,24,25.06749,121.57784
500108148,1,8,25.06888,121.57711
500108150,0,16,25.07345,121.57848
500108151,1,7,25.07821,121.57103
500108152,0,11,25.07733,121.5727
500108153,0,2,25.07897,121.5737
500108154,1,5,25.08049,121.57361
500108156,1,8,25.06805,121.58488
500108157,1,6,25.06605,121.58206
500108158,1,8,25.06407,121.57787
500108159,1,14,25.06151,121.57811
500108160,0,0,25.08152,121.56489
500108161,0,23,25.08203,121.56298
500108162,1,7,25.08318,121.56154
500108164,0,0,25.07941,121.57277
500108165,0,21,25.07074,121.61803
500108166,1,6,25.08035,121.5705
500108167,0,10,25.07983,121.59625
500108168,0,4,25.08227,121.56709
500108169,0,7,25.06153,121.60033
500108170,0,0,25.08514,121.56161
500108171,1,8,25.07567,121.57341
500108172,0,3,25.07862,121.58796
500108173,0,3,25.06099,121.59662
500108174,1,8,25.07264,121.60692
500108175,1,10,25.07595,121.62257
500108176,0,2,25.08438,121.57876
500108177,0,0,25.06092,121.58898
500108178,0,16,25.05703,121.57861
500108179,0,25,25.05698,121.58173
500108181,0,0,25.08389,121.57189
500108182,1,12,25.06468,121.58654
500108183,1,18,25.07165,121.61177
500108184,1,9,25.06658,121.60803
500108185,1,8,25.0692,121.6122
500108186,1,11,25.06082,121.58757
500108187,1,12,25.07712,121.58096
500108188,0,5,25.06701,121.61194
500108189,1,10,25.08383,121.60253
500108190,0,4,25.08533,121.558
500108191,0,22,25.08645,121.56928
500108192,1,17,25.06572,121.59778
500108193,0,6,25.06703,121.59048
500108194,1,10,25.07834,121.58076
500108195,1,8,25.07837,121.59652
500108196,1,5,25.07966,121.59793
500108197,1,13,25.07077,121.59
500108199,1,6,25.06769,121.61163
500108200,0,6,25.06865,121.60884
500108201,1,8,25.07457,121.5901
500108202,0,4,25.08899,121.56036
500108203,0,0,25.08409,121.57066
500108204,1,14,25.08107,121.58609
500108205,0,5,25.08443,121.56912
500108206,0,0,25.08466,121.56577
500109001,1,8,25.1168,121.5048
500109002,1,11,25.10981,121.49886
500109003,0,3,25.11357,121.52255
500109004,0,19,25.10896,121.51936
500109005,1,16,25.10788,121.51457
500109006,0,5,25.12416,121.52607
500109007,1,31,25.11739,121.46288
500109008,0,9,25.11884,121.46912
500109009,1,6,25.1203,121.4665
500109010,0,7,25.13149,121.47365
500109011,0,26,25.12397,121.46712
500109012,1,14,25.12618,121.46737
500109013,1,12,25.12796,121.46782
500109014,0,4,25.1231,121.47092
500109015,0,10,25.1378,121.4863
500109016,1,8,25.13666,121.48159
500109017,1,15,25.13475,121.49613
500109018,1,10,25.13997,121.48967
500109019,0,9,25.13776,121.49345
500109020,1,17,25.14582,121.49303
500109022,1,28,25.13691,121.49987
500109023,0,30,25.13733,121.50339
500109024,0,22,25.13187,121.499
500109025,1,21,25.12634,121.50099
500109026,0,22,25.12297,121.50158
500109027,0,15,25.12725,121.50676
500109028,1,10,25.12814,121.49782
500109029,1,8,25.11798,121.50342
500109030,0,19,25.12666,121.50373
500109031,0,1,25.12087,121.50523
500109032,1,32,25.11666,121.50962
500109033,1,26,25.11912,121.51223
500109034,1,37,25.11451,121.51567
500109035,1,29,25.11752,121.51662
500109036,0,2,25.11542,121.51469
500109037,1,24,25.11753,121.52186
500109039,0,6,25.1144,121.51307
500109040,0,7,25.11865,121.5235
500109041,0,20,25.11978,121.50422
500109042,0,5,25.11587,121.50576
500109043,1,14,25.11093,121.51382
500109044,1,9,25.1137,121.52437
500109045,0,0,25.10467,121.51654
500109046,0,4,25.12501,121.47158
500109047,0,6,25.13485,121.47769
500109048,0,3,25.12081,121.51352
500109049,1,15,25.13675,121.50224
500109050,0,4,25.13872,121.5021
500109051,1,8,25.11272,121.50922
500109052,0,1,25.11416,121.50771
500109053,0,12,25.11,121.51841
500109054,1,18,25.13102,121.50408
500109055,1,19,25.10032,121.50599
500109056,1,17,25.14319,121.49621
500109057,0,0,25.10065,121.51107
500109058,0,2,25.14058,121.49915
500109059,1,13,25.14045,121.50446
500109060,0,14,25.11535,121.51736
500109061,1,8,25.12287,121.5037
500109062,1,11,25.14193,121.50835
500109063,1,8,25.12533,121.50573
500109064,0,20,25.11857,121.51846
500109066,1,17,25.1094,121.51248
500109067,0,2,25.13774,121.50142
500109068,1,20,25.13529,121.49664
500109070,1,10,25.13431,121.50226
500109071,1,15,25.12757,121.47207
500109072,1,10,25.14319,121.49093
500109073,1,5,25.13684,121.50792
500109074,1,10,25.1439,121.49447
500109075,1,37,25.13258,121.49862
500109076,0,6,25.11879,121.51921
500109077,0,20,25.12082,121.50727
500109078,0,14,25.13043,121.50017
500109079,0,25,25.13076,121.47347
500109080,0,14,25.10171,121.51263
500109081,0,35,25.13201,121.49817
500109082,0,3,25.10392,121.51244
500109084,0,16,25.12595,121.51098
500109085,0,2,25.13713,121.49706
500109086,0,8,25.1419,121.4989
500109087,1,15,25.12307,121.49906
500109088,0,6,25.11969,121.50169
500109089,0,1,25.10576,121.5173
500109091,1,4,25.13905,121.50012
500109092,1,12,25.11944,121.51453
500109093,0,19,25.11955,121.46735
500109094,0,0,25.12518,121.46922
500109095,0,24,25.11483,121.49934
500109096,1,9,25.12231,121.49964
500109097,0,12,25.13843,121.48802
500109098,0,4,25.13997,121.48711
500109099,0,22,25.11332,121.51615
500109100,0,2,25.12771,121.47071
500109101,0,14,25.12066,121.46228
500109102,0,6,25.14262,121.51218
500109103,1,10,25.11032,121.51097
500109104,1,10,25.12164,121.52404
500109105,1,8,25.13632,121.49686
500109106,1,12,25.13939,121.50571
500109107,1,9,25.13709,121.4996
500109108,0,19,25.13372,121.49602
500109109,1,6,25.13401,121.50564
500109111,1,8,25.10192,121.51719
500110002,1,11,25.04987,121.57785
500110003,0,0,25.05009,121.57202
500110004,0,4,25.05503,121.56876
500110005,1,25,25.04878,121.56087
500110006,0,14,25.05136,121.56283
500110007,0,8,25.05155,121.5636
500110008,0,22,25.04937,121.558
500110009,0,2,25.05152,121.5646
500110010,0,4,25.05492,121.56701
500110011,1,12,25.0622,121.54565
500110012,0,16,25.06374,121.54767
500110013,0,29,25.06095,121.54731
500110014,1,25,25.05804,121.54897
500110015,0,18,25.0546,121.54486
500110016,1,7,25.0619,121.56328
500110017,0,10,25.05907,121.56305
500110018,1,12,25.05157,121.55118
500110019,1,29,25.04826,121.55235
500110020,0,2,25.05633,121.55286
500110021,1,23,25.06118,121.55098
500110022,1,23,25.062,121.56019
500110023,0,3,25.05925,121.56888
500110024,1,17,25.05834,121.55496
500110025,0,25,25.061286751494,121.566678992451
500110026,0,14,25.04459,121.55252
500110027,0,14,25.04488,121.54992
500110028,0,0,25.05419,121.55631
500110029,0,3,25.05528,121.559
500110030,0,3,25.05433,121.56545
500110031,0,4,25.06206,121.55475
500110032,0,7,25.0484,121.56586
500110033,0,22,25.04693,121.55771
500110035,0,0,25.05347,121.55436
500110036,0,0,25.04769,121.5448
500110037,1,10,25.05143,121.55716
500110038,0,21,25.05846,121.55947
500110039,0,1,25.05408,121.56095
500110040,0,0,25.05606,121.56345
500110041,1,21,25.04763,121.56115
500110042,0,27,25.04524,121.54659
500110043,0,4,25.05278,121.54478
500110044,0,2,25.05168,121.54506
500110045,0,2,25.0648,121.56788
500110046,1,20,25.04951,121.54941
500110047,0,4,25.05176,121.55352
500110048,0,7,25.0536,121.54871
500110049,1,12,25.05147,121.57683
500110050,0,10,25.05013,121.57635
500110051,0,0,25.062,121.54472
500110052,0,3,25.05163,121.55907
500110053,1,6,25.06241,121.56831
500110054,0,5,25.05198,121.5681
500110055,1,5,25.05406,121.56407
500110056,0,4,25.05378,121.55893
500110057,0,14,25.04634,121.5542
500110058,1,6,25.05173,121.55609
500110059,0,36,25.04954,121.55261
500110060,0,6,25.05567,121.56713
500110061,1,9,25.05149,121.56535
500110062,0,7,25.04962,121.57746
500110063,0,7,25.05722,121.55706
500110064,1,8,25.05226,121.54926
500110065,1,19,25.04802,121.54864
500110066,1,15,25.0615,121.56332
500110067,0,5,25.04985,121.57189
500110068,0,22,25.05452,121.54636
500110069,1,8,25.04942,121.57503
500110070,1,5,25.05014,121.57692
500110071,1,12,25.05152,121.55243
500110072,1,12,25.05181,121.5521
500110073,0,28,25.0542,121.5491
500110074,1,6,25.05764,121.54443
500110076,0,23,25.0444,121.55397
500110077,0,5,25.05454,121.55417
500110078,0,2,25.05129,121.56426
500110079,1,12,25.05139,121.57062
500110080,0,3,25.06432,121.54537
500110081,0,15,25.05708,121.56486
500110082,1,10,25.04742,121.56305
500110083,1,7,25.06589,121.54529
500110084,1,17,25.06457,121.56458
500110085,0,0,25.05936,121.56586
500110086,0,4,25.06185,121.55
500110087,1,8,25.05028,121.56879
500110088,0,4,25.056,121.5467
500110089,0,3,25.05725,121.56608
500110090,0,0,25.05434,121.56878
500110091,0,30,25.05779,121.56167
500110092,0,20,25.06054,121.55489
500110093,0,5,25.05141,121.57972
500110095,1,12,25.06575,121.568
500110096,0,3,25.06293,121.56296
500110097,0,2,25.06198,121.55711
500110098,1,12,25.05023,121.56153
500111001,1,13,25.04591,121.59226
500111002,0,3,25.04128,121.59089
500111004,1,12,25.04919,121.58832
500111005,0,40,25.04437,121.58133
500111006,0,4,25.04843,121.58154
500111007,0,7,25.04608,121.58315
500111008,0,0,25.04592,121.5882
500111009,0,10,25.04281,121.58613
500111010,1,14,25.04239,121.61683
500111011,1,11,25.04054,121.61374
500111012,1,21,25.04763,121.61145
500111014,0,11,25.04697,121.61375
500111015,1,9,25.04499,121.61775
500111016,1,13,25.04139,121.6191
500111017,1,12,25.03564,121.61415
500111018,1,8,25.054,121.61334
500111020,0,7,25.05668,121.61137
500111021,0,1,25.05629,121.607
500111022,0,10,25.05485,121.60866
500111023,1,19,25.05716,121.59792
500111024,0,11,25.05437,121.59423
500111028,0,4,25.05507,121.6028
500111029,0,4,25.03392,121.60985
500111030,0,2,25.04681,121.61703
500111031,1,12,25.04805,121.61594
500111032,1,9,25.05343,121.59945
500111033,0,5,25.05766,121.60396
500111034,1,15,25.05211,121.59839
500111035,1,13,25.05326,121.60656
500111036,1,12,25.05266,121.61275
500111037,1,10,25.05627,121.61369
500111038,0,4,25.05831,121.61422
500111039,0,2,25.03595,121.61688
500111040,0,2,25.0521,121.59053
500111041,1,9,25.05285,121.59279
500111042,0,3,25.05234,121.58152
500111043,1,16,25.05289,121.58599
500111044,1,9,25.05168,121.58284
500111045,1,24,25.05064,121.5803
500111046,0,14,25.04511,121.5836
500111047,1,8,25.04193,121.58493
500111048,1,10,25.03884,121.58788
500111049,1,7,25.06148,121.61384
500111050,0,4,25.05937,121.61072
500111051,1,13,25.05293,121.60549
500111052,0,0,25.04014,121.61766
500111053,0,0,25.06164,121.61267
500111054,1,9,25.06271,121.61597
500111055,1,19,25.05853,121.60983
500111057,0,5,25.05172,121.61686
500111058,1,11,25.03987,121.62015
500111059,0,24,25.05705,121.59265
500111060,1,30,25.0582,121.59368
500111063,1,9,25.04675,121.58731
500111064,1,9,25.04134,121.59323
500111065,0,19,25.04969,121.58028
500111066,0,10,25.0483,121.59425
500111067,0,2,25.05368,121.59969
500111070,1,10,25.04177,121.58735
500111071,0,0,25.04998,121.58383
500111072,0,5,25.03878,121.59302
500111073,0,3,25.04066,121.58877
500111074,0,4,25.05543,121.5892
500111075,0,2,25.04557,121.58629
500111077,1,5,25.03827,121.62274
500111078,1,6,25.05394,121.59124
500111080,1,8,25.04916,121.58906
500111081,1,12,25.04126,121.6118
500111082,0,0,25.05457,121.58781
500111083,0,0,25.05381,121.58638
500111084,0,2,25.0488,121.58742
500111085,0,2,25.05296,121.61713
500111086,0,2,25.04728,121.58605
500111087,0,3,25.04487,121.61481
500111088,0,0,25.05163,121.59535
500111089,1,15,25.05486,121.5944
500111090,0,3,25.04997,121.6162
500111091,0,6,25.05801,121.60674
500111092,0,2,25.03999,121.61538
500111093,0,1,25.04159,121.61532
500111094,1,8,25.04287,121.61342
500111095,1,13,25.04691,121.58192
500111096,0,0,25.05469,121.60381
500111098,0,10,25.04015,121.59111
500111113,1,9,25.058,121.62189
500111114,1,10,25.05124,121.59361
500111115,0,3,25.05156,121.6014
500111116,0,8,25.05216,121.60338
500111117,1,10,25.04857,121.59401
500111118,1,9,25.0614,121.61795
500111119,0,6,25.05791,121.61704
500111120,1,9,25.0586,121.61973
500111121,0,2,25.06148,121.61698
500111123,0,18,25.05312,121.58928
500111124,0,21,25.04865,121.58028
500112001,1,8,25.02035,121.55769
500112002,0,0,25.02561,121.55409
500112003,0,17,25.02811,121.55671
500112004,1,14,25.0132,121.56335
500112005,0,0,25.01545,121.56134
500112006,1,24,25.02698,121.55841
500112007,1,21,25.02668,121.56175
500112008,0,10,25.02868,121.55932
500112009,0,16,25.03162,121.57396
500112010,0,0,25.03222,121.56974
500112011,1,26,25.02863,121.56981
500112012,1,11,25.02678,121.56884
500112013,0,5,25.03616,121.56983
500112014,1,12,25.03295,121.56867
500112015,0,2,25.03471,121.57301
500112016,1,14,25.0382,121.57495
500112017,0,13,25.02868,121.56672
500112018,0,10,25.03189,121.56678
500112019,0,13,25.03275,121.56337
500112020,1,9,25.03003,121.56287
500112022,1,24,25.03452,121.5576
500112023,1,20,25.03745,121.5602
500112024,0,2,25.03961,121.57199
500112025,0,5,25.03423,121.57636
500112026,0,3,25.03894,121.57915
500112027,0,0,25.0347,121.58018
500112028,0,4,25.03301,121.58096
500112029,0,56,25.03801,121.56541
500112030,1,19,25.03607,121.56535
500112031,0,0,25.03627,121.56383
500112032,0,5,25.03899,121.56369
500112033,0,36,25.03599,121.56218
500112035,0,0,25.03306,121.5662
500112036,0,4,25.03338,121.56333
500112037,1,25,25.0427,121.58112
500112038,1,16,25.03476,121.56865
500112039,1,18,25.03846,121.58618
500112040,1,18,25.03841,121.58355
500112042,1,6,25.03918,121.56654
500112043,1,32,25.0401,121.56822
500112044,0,6,25.04626,121.57045
500112045,0,0,25.02388,121.56984
500112046,1,18,25.0193,121.57105
500112047,0,0,25.04773,121.56895
500112048,0,12,25.04732,121.57211
500112049,0,8,25.0489,121.57841
500112050,0,11,25.04797,121.57432
500112051,0,1,25.04548,121.57207
500112052,0,4,25.02969,121.55766
500112053,1,6,25.04927,121.57205
500112054,0,9,25.0433,121.5638
500112055,0,5,25.03005,121.55764
500112056,1,11,25.04108,121.5629
500112057,1,17,25.0213,121.57027
500112058,1,8,25.04395,121.58184
500112059,1,13,25.04519,121.57712
500112060,0,1,25.04345,121.57539
500112061,0,14,25.04561,121.57549
500112062,1,11,25.04623,121.57772
500112063,0,16,25.0432,121.57789
500112064,1,27,25.03295,121.5712
500112065,0,9,25.03657,121.57349
500112066,1,34,25.03511,121.56369
500112067,1,15,25.0383,121.5762
500112068,0,3,25.04185,121.57204
500112069,1,20,25.04516,121.56702
500112070,1,16,25.0405,121.57538
500112071,1,16,25.02606,121.5631
500112072,0,0,25.03593,121.57906
500112073,0,7,25.03771,121.56124
500112075,1,12,25.03321,121.55873
500112076,1,16,25.0327,121.56157
500112078,1,15,25.02236,121.56268
500112079,1,7,25.0426,121.58381
500112080,1,11,25.03929,121.58755
500112081,0,45,25.03656,121.56866
500112082,0,48,25.03404,121.56598
500112083,1,9,25.03214,121.55974
500112084,0,10,25.02976,121.5642
500112085,0,24,25.04084,121.56789
500112086,0,5,25.04719,121.58058
500112087,1,7,25.02306,121.57036
500112088,1,4,25.02474,121.56741
500112089,0,0,25.0409,121.5705
500112090,0,3,25.03203,121.5615
500112091,1,5,25.03047,121.56838
500112092,1,7,25.03322,121.57433
500112093,0,13,25.04146,121.56731
500112094,1,7,25.02326,121.56329
500112095,1,12,25.02605,121.5577
500112096,0,14,25.02589,121.56073
500112097,1,6,25.02186,121.55532
500112098,1,4,25.04533,121.57915
500112099,0,5,25.03866,121.58082
500112100,0,6,25.02188,121.55891
500112102,0,3,25.0246,121.56028
500112103,0,27,25.04144,121.56126
500112104,1,15,25.04206,121.55792
500112105,0,0,25.04482,121.55795
500112106,0,15,25.04557,121.58059
500112107,1,9,25.02261,121.57178
500112108,1,17,25.04892,121.56906
500112109,1,13,25.02559,121.56954
500112110,1,11,25.03633,121.57582
500112111,0,2,25.02815,121.56114
500112112,0,0,25.04503,121.55951
500112113,0,12,25.04584,121.57273
500112114,1,7,25.03706,121.56124
500112115,0,0,25.02309,121.55537
500112116,0,2,25.02383,121.56767
500112117,1,9,25.03942,121.56149
500112118,0,6,25.03784,121.55768
500112119,0,51,25.03284,121.56555
500112120,1,15,25.03568,121.58133
500112123,1,6,25.04831,121.57766
500112124,1,6,25.0304,121.5654
500112125,1,20,25.03098,121.5697
500112127,1,10,25.04501,121.57028
500112128,0,0,25.04499,121.56082
500113001,1,7,25.02365,121.49528
500113002,0,14,25.0216,121.49597
500113003,1,4,25.01975,121.4973
500113004,1,9,25.02485,121.50898
500113005,0,3,25.02442,121.5107
500113006,0,0,25.02297,121.50845
500113007,1,14,25.02481,121.50755
500113008,0,14,25.02594,121.50651
500113009,1,11,25.0241,121.50289
500113010,1,10,25.02085,121.50539
500113012,1,16,25.02964,121.50258
500113013,1,13,25.02582,121.50255
500113014,0,0,25.03124,121.50122
500113015,0,0,25.03116,121.50336
500113016,1,7,25.03301,121.5016
500113017,1,12,25.02257,121.49807
500113018,0,2,25.01688,121.49534
500113019,1,10,25.02332,121.49264
500113020,1,11,25.02516,121.49604
500113022,1,20,25.02744,121.49619
500113023,1,26,25.03267,121.49757
500113025,0,1,25.02673,121.49176
500113026,1,10,25.03284,121.48908
500113027,0,17,25.03397,121.49029
500113028,1,11,25.03388,121.49293
500113029,0,0,25.03203,121.49127
500113030,1,11,25.03124,121.49075
500113031,1,11,25.03383,121.4946
500113032,0,5,25.03253,121.49549
500113033,1,10,25.02021,121.50376
500113034,1,37,25.04662,121.50717
500113035,1,28,25.04441,121.50541
500113036,0,8,25.0417,121.49992
500113037,0,0,25.04369,121.5018
500113038,0,12,25.04099,121.50769
500113039,0,3,25.03771,121.50662
500113040,0,6,25.03535,121.49938
500113041,1,20,25.0355,121.49541
500113042,1,20,25.03852,121.49881
500113043,0,0,25.03792,121.50177
500113044,1,21,25.03364,121.50322
500113045,0,0,25.03394,121.50117
500113046,1,10,25.03509,121.50199
500113047,0,1,25.04445,121.50306
500113048,0,4,25.04551,121.50318
500113049,0,23,25.04345,121.50841
500113050,1,7,25.0403,121.50197
500113051,0,6,25.02376,121.49986
500113052,1,7,25.02533,121.4996
500113053,1,14,25.03517,121.49048
500113054,1,8,25.03119,121.48858
500113055,1,6,25.0271,121.49775
500113056,1,8,25.03606,121.49163
500113057,1,15,25.03731,121.49526
500113058,0,8,25.03302,121.4931
500113059,0,4,25.03035,121.49228
500113060,1,12,25.01796,121.49988
500113061,0,6,25.0286,121.48908
500113062,0,0,25.03646,121.50492
500113063,0,5,25.04776,121.50612
500113064,1,20,25.03811,121.50362
500113065,0,0,25.02926,121.49936
500113066,1,30,25.02273,121.50271
500113068,0,48,25.03548,121.50026
500113069,1,20,25.0317,121.50033
500113070,1,9,25.0287,121.49156
500113071,1,6,25.01975,121.4992
500113072,0,2,25.02768,121.49134
500113073,0,6,25.01979,121.5009
500113074,1,10,25.03348,121.50445
500113075,0,3,25.02039,121.4927
500113077,1,9,25.0232,121.50028
500113078,0,7,25.02005,121.50429
500113079,1,16,25.02114,121.50265
500113080,0,3,25.01907,121.50219
500113081,1,16,25.03062,121.49021
500113083,1,5,25.03338,121.49267
500113085,1,6,25.0301,121.49324
500113086,1,11,25.02406,121.49639
500113087,0,17,25.02263,121.50154
500113088,1,9,25.03174,121.49502
500113089,0,4,25.03614,121.50625
500113090,0,6,25.02901,121.49659
500113091,1,7,25.02677,121.50283
500113092,0,3,25.0294,121.49082
500119005,0,10,25.01493,121.53044
500119006,0,22,25.01466,121.52917
500119007,0,5,25.01411,121.52997
500119008,1,3,25.01391,121.52895
500119009,1,12,25.01525,121.53009
500119043,0,2,25.01729,121.54531
500119044,0,0,25.01415,121.53767
500119045,0,36,25.01839,121.53404
500119046,1,13,25.01355,121.53673
500119047,1,12,25.01761,121.53844
500119048,0,0,25.01547,121.53436
500119049,1,39,25.01981,121.53903
500119050,0,7,25.01846,121.5376
500119051,0,5,25.01616,121.54251
500119052,0,22,25.01857,121.54059
500119053,1,8,25.02108,121.53783
500119054,0,3,25.01941,121.5404
500119055,0,0,25.01793,121.53585
500119056,1,5,25.01627,121.53535
500119057,1,27,25.01666,121.53718
500119058,0,31,25.0198,121.53583
500119059,0,9,25.01595,121.53791
500119060,0,10,25.01566,121.53786
500119061,1,18,25.01511,121.53786
500119062,1,6,25.01345,121.53798
500119063,0,0,25.01603,121.53635
500119064,0,3,25.01754,121.54398
500119065,0,2,25.01699,121.53574
500119066,0,2,25.02157,121.53633
500119067,1,19,25.02053,121.54145
500119068,0,12,25.01987,121.54175
500119069,0,0,25.02074,121.53906
500119070,1,27,25.01561,121.53583
500119071,1,12,25.02036,121.53992
500119072,1,4,25.01881,121.53868
500119074,1,9,25.01548,121.53825
